TransactionID,AccountID,TransactionAmount,PreviousTransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,cluster
TX000822,AC00389,247.17,2023-05-22 17:58:55,credit,chicago,D000081,56.89.80.133,M096,branch,65.0,retired,149.0,1.0,2611.64,2024-11-04 08:07:43,4
TX002019,AC00291,306.37,2023-06-27 18:26:08,debit,colorado springs,D000484,21.122.39.207,M015,atm,26.0,engineer,120.0,1.0,9609.67,2024-11-04 08:07:43,1
TX001818,AC00222,918.95,2023-05-01 16:43:40,debit,unknown,D000563,106.244.1.47,M026,online,68.0,doctor,139.0,1.0,7006.46,2024-11-04 08:07:44,0
TX000832,AC00386,39.69,2023-04-24 17:16:27,debit,austin,D000539,219.98.242.240,M089,online,70.0,retired,163.0,1.0,3524.68,2024-11-04 08:07:44,4
TX002495,AC00322,433.9,2023-03-10 17:38:58,debit,unknown,D000295,38.210.156.148,M013,online,65.0,doctor,37.0,1.0,9013.1,2024-11-04 08:07:44,4
TX001526,AC00310,211.695,2023-04-28 16:32:10,debit,el paso,D000560,7.146.35.122,M069,atm,28.0,student,132.0,1.0,387.65,2024-11-04 08:07:44,3
TX002119,AC00248,746.78,2023-11-27 16:29:16,credit,unknown,D000243,112.66.191.48,M001,branch,21.0,student,64.0,1.0,1699.81,2024-11-04 08:07:44,0
TX000665,AC00133,245.67,2023-01-02 18:35:07,credit,portland,D000097,3.77.114.6,M088,branch,24.0,student,107.0,1.0,752.25,2024-11-04 08:07:45,3
TX001355,AC00097,0.26,2023-11-23 16:14:48,debit,oklahoma city,D000239,60.197.167.40,M090,online,20.0,student,173.0,1.0,1833.67,2024-11-04 08:07:45,3
TX002434,AC00078,157.56,2023-04-11 17:06:47,debit,indianapolis,D000550,63.82.133.139,M056,branch,43.0,doctor,159.0,1.0,7541.16,2024-11-04 08:07:45,1
TX000843,AC00444,226.66,2023-12-27 18:55:13,debit,unknown,D000644,16.94.155.46,M001,branch,41.0,doctor,168.0,1.0,10216.25,2024-11-04 08:07:45,1
TX002090,AC00076,45.9,2023-07-04 18:55:57,debit,columbus,D000565,221.169.49.152,M002,branch,56.0,engineer,264.0,1.0,5698.25,2024-11-04 08:07:45,2
TX000567,AC00216,319.85,2023-07-26 16:44:22,debit,denver,D000589,219.31.152.129,M083,atm,60.0,doctor,148.0,1.0,711.66,2024-11-04 08:07:45,4
TX000375,AC00014,643.22,2023-05-03 17:04:32,debit,atlanta,D000248,175.166.115.182,M073,atm,64.0,doctor,93.0,1.0,1035.86,2024-11-04 08:07:46,0
TX002031,AC00186,199.23,2023-09-04 16:04:27,debit,tucson,D000183,24.148.92.177,M052,atm,29.0,engineer,54.0,1.0,9834.0,2024-11-04 08:07:46,1
TX002389,AC00183,155.56,2023-04-24 16:07:53,credit,austin,D000033,53.218.177.171,M014,branch,19.0,student,64.0,1.0,129.79,2024-11-04 08:07:46,3
TX001132,AC00164,421.25,2023-01-05 16:13:59,debit,fort worth,D000422,156.134.123.253,M007,online,25.0,student,66.0,1.0,7174.69,2024-11-04 08:07:46,1
TX002073,AC00492,81.11,2023-10-16 18:07:26,debit,charlotte,D000402,51.250.46.149,M044,online,48.0,engineer,110.0,1.0,2051.37,2024-11-04 08:07:46,4
TX000925,AC00237,590.01,2023-02-06 16:42:16,debit,san jose,D000248,197.162.55.147,M044,online,29.0,doctor,140.0,3.0,9791.74,2024-11-04 08:07:46,0
TX000216,AC00006,74.88,2023-05-24 16:25:50,debit,atlanta,D000139,161.161.26.115,M026,atm,25.0,student,202.0,1.0,420.67,2024-11-04 08:07:46,3
TX000478,AC00054,22.46,2023-05-17 16:03:51,debit,new york,D000602,147.119.62.178,M087,online,54.0,retired,78.0,1.0,6631.5,2024-11-04 08:07:46,4
TX001558,AC00245,262.43,2023-06-13 17:26:54,credit,san diego,D000365,172.184.35.29,M046,online,37.0,doctor,274.0,5.0,12841.01,2024-11-04 08:07:46,2
TX001244,AC00219,13.87,2023-12-11 18:32:40,debit,phoenix,D000670,37.227.215.145,M077,branch,24.0,student,20.0,1.0,954.83,2024-11-04 08:07:47,3
TX001224,AC00093,295.82,2023-12-14 16:15:28,credit,chicago,D000088,144.228.168.6,M041,branch,47.0,engineer,46.0,1.0,5897.73,2024-11-04 08:07:47,4
TX001983,AC00439,308.94,2023-04-03 16:35:29,debit,los angeles,D000650,49.20.211.229,M092,online,25.0,student,167.0,1.0,1931.66,2024-11-04 08:07:47,3
TX000985,AC00247,111.26,2023-08-18 17:07:18,debit,boston,D000102,138.220.61.84,M096,atm,66.0,doctor,43.0,1.0,14350.11,2024-11-04 08:07:47,1
TX001660,AC00456,53.79,2023-12-05 16:01:44,credit,philadelphia,D000199,101.223.82.253,M072,atm,54.0,engineer,137.0,3.0,6229.36,2024-11-04 08:07:47,4
TX001722,AC00494,8.45,2023-02-10 17:45:34,debit,philadelphia,D000194,152.140.239.181,M022,atm,22.0,student,141.0,1.0,1115.3,2024-11-04 08:07:47,3
TX001799,AC00164,683.75,2023-02-20 18:56:31,debit,las vegas,D000312,190.92.63.219,M073,branch,32.0,doctor,106.0,1.0,6333.72,2024-11-04 08:07:48,0
TX002334,AC00304,86.79,2023-01-23 16:31:30,debit,fort worth,D000514,204.120.80.105,M100,branch,33.0,doctor,166.0,1.0,8795.37,2024-11-04 08:07:48,1
TX000554,AC00086,622.41,2023-12-11 16:57:41,debit,indianapolis,D000680,134.222.122.238,M100,atm,64.0,doctor,125.0,1.0,7322.01,2024-11-04 08:07:48,0
TX001240,AC00103,36.97,2023-08-23 17:22:49,debit,virginia beach,D000545,175.210.47.87,M087,branch,41.0,engineer,79.0,1.0,2850.92,2024-11-04 08:07:48,3
TX001020,AC00209,211.695,2023-10-09 16:00:26,debit,fresno,D000273,6.204.110.7,M049,branch,51.0,retired,131.0,1.0,2116.36,2024-11-04 08:07:48,4
TX002512,AC00009,243.08,2023-02-14 16:21:23,credit,jacksonville,D000215,59.127.135.25,M041,online,24.0,student,93.0,1.0,131.25,2024-11-04 08:07:49,3
TX001544,AC00362,376.78,2023-08-14 17:25:14,credit,nashville,D000602,81.248.235.147,M061,online,21.0,student,88.0,1.0,841.65,2024-11-04 08:07:49,3
TX001657,AC00185,172.68,2023-02-20 16:07:41,debit,baltimore,D000371,81.67.222.238,M031,atm,33.0,doctor,17.0,1.0,10724.95,2024-11-04 08:07:49,1
TX002172,Unknown,297.5,2023-03-27 17:16:41,credit,kansas city,D000320,211.42.9.0,M071,branch,73.0,retired,80.0,1.0,6768.14,2024-11-04 08:07:49,4
TX000450,AC00407,689.29,2023-01-06 17:30:07,debit,el paso,D000286,166.41.54.117,M034,atm,22.0,student,100.0,1.0,168.84,2024-11-04 08:07:49,0
TX000058,AC00456,292.56,2023-03-03 17:37:41,credit,dallas,D000311,198.73.211.114,M075,branch,68.0,retired,61.0,1.0,4638.37,2024-11-04 08:07:49,4
TX002433,AC00386,85.58,2023-11-23 17:17:59,debit,fort worth,D000502,38.210.156.148,M029,atm,55.0,engineer,60.0,1.0,4732.81,2024-11-04 08:07:49,4
TX000506,AC00095,68.19,2023-03-14 16:07:32,credit,fresno,D000589,134.140.85.231,M026,online,40.0,doctor,189.0,1.0,9895.1,2024-11-04 08:07:50,1
TX001048,AC00100,71.29,2023-02-02 17:02:05,debit,chicago,D000345,112.86.148.212,M075,atm,68.0,retired,55.0,2.0,7225.63,2024-11-04 08:07:50,4
TX000757,AC00154,333.78,2023-11-30 17:53:48,debit,san diego,D000444,49.31.186.82,M057,atm,60.0,retired,98.0,1.0,6810.94,2024-11-04 08:07:50,4
TX000669,AC00049,504.63,2023-11-13 17:07:10,debit,portland,D000129,77.21.150.75,M068,online,60.0,engineer,168.0,1.0,3806.16,2024-11-04 08:07:50,0
TX000738,Unknown,1092.73,2023-01-23 17:24:29,debit,columbus,D000688,56.89.80.133,M064,branch,58.0,retired,11.0,1.0,1390.98,2024-11-04 08:07:50,0
TX000179,AC00156,237.06,2023-12-18 16:47:17,debit,phoenix,D000455,61.95.76.233,M049,online,71.0,retired,46.0,1.0,1182.77,2024-11-04 08:07:50,4
TX000850,AC00370,194.99,2023-12-01 17:01:30,debit,jacksonville,D000442,173.232.121.213,M097,branch,34.0,engineer,91.0,1.0,1370.03,2024-11-04 08:07:50,3
TX001697,AC00108,849.76,2023-08-16 16:28:30,debit,seattle,D000690,64.89.183.39,M023,atm,25.0,student,269.0,1.0,373.88,2024-11-04 08:07:50,0
TX000034,AC00359,877.81,2023-03-13 17:23:24,debit,los angeles,D000111,134.140.85.231,M094,online,22.0,student,150.0,1.0,399.0,2024-11-04 08:07:50,0
TX001023,AC00246,77.25,2023-12-22 17:49:57,debit,virginia beach,D000142,45.182.28.148,M059,branch,68.0,doctor,157.0,1.0,14077.97,2024-11-04 08:07:50,1
TX001375,AC00447,211.69,2023-10-20 16:02:07,debit,atlanta,D000674,200.13.225.150,M066,branch,30.0,doctor,111.0,1.0,6412.85,2024-11-04 08:07:50,3
TX000737,AC00181,321.93,2023-12-04 18:27:11,debit,nashville,D000083,45.241.13.208,M092,atm,45.0,engineer,12.0,1.0,4392.73,2024-11-04 08:07:51,4
TX001557,AC00470,170.97,2023-05-01 17:04:30,debit,nashville,D000259,187.52.200.18,M044,branch,26.0,student,292.0,1.0,1265.27,2024-11-04 08:07:51,2
TX002368,AC00032,239.85,2023-01-26 16:17:52,debit,tucson,D000001,121.67.144.20,M047,atm,70.0,retired,50.0,1.0,1477.63,2024-11-04 08:07:51,4
TX001665,AC00394,270.36,2023-03-03 16:57:11,debit,oklahoma city,D000037,89.6.100.149,M044,atm,25.0,student,37.0,1.0,1783.04,2024-11-04 08:07:51,3
TX000933,AC00200,76.51,2023-04-03 16:01:51,credit,mesa,D000242,200.22.195.243,M016,online,49.0,engineer,120.0,4.0,9475.4,2024-11-04 08:07:51,1
TX001361,Unknown,7.86,2023-10-16 16:47:15,credit,sacramento,D000065,201.113.165.203,M053,branch,76.0,retired,91.0,1.0,3621.98,2024-11-04 08:07:51,4
TX000825,AC00319,60.99,2023-08-01 17:14:17,debit,oklahoma city,D000651,5.50.152.168,M037,branch,34.0,engineer,58.0,1.0,7281.46,2024-11-04 08:07:51,1
TX002136,AC00241,440.43,2023-09-21 17:41:34,debit,colorado springs,D000614,111.226.226.202,M015,branch,78.0,retired,23.0,1.0,5123.24,2024-11-04 08:07:52,4
TX002128,AC00413,98.95,2023-12-29 17:37:37,debit,mesa,D000432,112.196.12.19,M084,branch,75.0,retired,73.0,1.0,5670.82,2024-11-04 08:07:52,4
TX000328,AC00434,870.43,2023-05-31 16:54:20,debit,los angeles,D000427,178.34.103.183,M037,branch,29.0,doctor,55.0,1.0,10115.18,2024-11-04 08:07:52,0
TX000880,AC00362,52.95,2023-08-07 18:02:59,credit,charlotte,D000652,148.234.210.167,M061,online,68.0,unknown,14.0,1.0,6335.58,2024-11-04 08:07:52,4
TX001707,AC00048,1283.97,2023-08-09 17:32:04,debit,colorado springs,D000340,4.134.78.167,M030,atm,45.0,doctor,121.0,1.0,11041.9,2024-11-04 08:07:52,0
TX000858,AC00327,11.81,2023-02-27 16:07:38,debit,phoenix,D000295,96.162.11.85,M072,atm,21.0,student,131.0,1.0,320.25,2024-11-04 08:07:53,3
TX000224,AC00047,457.3,2023-06-26 18:25:21,debit,virginia beach,D000214,62.27.235.199,M042,online,28.0,engineer,15.0,1.0,8318.29,2024-11-04 08:07:53,1
TX001917,AC00373,93.14,2023-01-02 16:47:11,debit,memphis,D000624,83.207.115.164,M092,online,67.0,retired,151.0,1.0,5473.82,2024-11-04 08:07:53,4
TX001257,AC00330,295.18,2023-05-09 17:54:39,credit,dallas,D000126,200.13.225.150,M100,branch,66.0,doctor,31.0,1.0,12961.53,2024-11-04 08:07:53,1
TX001733,AC00423,252.93,2023-02-06 16:05:08,debit,portland,D000616,Unknown,M001,atm,75.0,retired,222.0,1.0,2760.37,2024-11-04 08:07:53,2
TX000861,AC00397,233.44,2023-01-20 16:23:48,debit,chicago,D000334,37.213.85.222,M037,online,20.0,student,297.0,1.0,1691.88,2024-11-04 08:07:54,2
TX000995,AC00488,4.24,2023-04-17 16:46:31,debit,san diego,D000226,77.208.193.198,M086,online,38.0,engineer,38.0,1.0,7822.73,2024-11-04 08:07:54,1
TX001049,AC00407,122.45,2023-01-16 16:50:13,debit,new york,D000505,119.43.28.203,M065,branch,46.0,doctor,98.0,1.0,7255.49,2024-11-04 08:07:54,1
TX000984,AC00082,267.17,2023-08-24 16:56:36,debit,seattle,D000638,161.177.41.214,M100,atm,26.0,student,170.0,1.0,1382.62,2024-11-04 08:07:54,3
TX001995,AC00114,77.57,2023-12-13 17:02:21,debit,atlanta,D000441,136.104.90.223,M091,online,49.0,unknown,225.0,1.0,12801.93,2024-11-04 08:07:54,1
TX001155,AC00445,77.02,2023-08-17 16:18:22,credit,miami,D000560,195.237.152.198,M053,online,59.0,unknown,132.0,1.0,800.83,2024-11-04 08:07:54,4
TX000602,AC00436,329.4,2023-12-25 16:30:09,debit,denver,D000692,104.155.121.252,M017,online,34.0,doctor,68.0,1.0,9588.07,2024-11-04 08:07:55,1
TX000790,AC00342,92.36,2023-03-27 16:48:34,debit,dallas,D000598,3.200.166.167,M092,atm,29.0,engineer,144.0,1.0,6353.14,2024-11-04 08:07:55,3
TX001939,AC00362,205.58,2023-08-16 17:49:13,debit,portland,D000547,221.206.44.63,M005,online,20.0,student,112.0,1.0,1501.95,2024-11-04 08:07:55,3
TX001743,AC00053,117.66,2023-08-03 18:19:53,credit,memphis,D000047,34.125.226.63,M014,branch,39.0,doctor,126.0,1.0,6794.17,2024-11-04 08:07:55,1
TX000199,AC00237,113.64,2023-10-24 17:09:41,debit,detroit,D000022,31.127.129.152,M038,online,45.0,retired,32.0,1.0,6675.03,2024-11-04 08:07:55,1
TX000829,AC00249,70.03,2023-12-18 18:34:33,debit,nashville,D000005,193.221.15.59,M073,branch,63.0,retired,49.0,1.0,7330.31,2024-11-04 08:07:55,4
TX001643,AC00291,383.95,2023-09-20 17:57:15,credit,san diego,D000504,39.129.125.110,M068,online,31.0,engineer,143.0,1.0,9933.56,2024-11-04 08:07:55,1
TX000272,AC00263,251.18,2023-06-01 16:51:11,debit,san jose,D000056,134.222.122.238,M058,atm,42.0,engineer,246.0,1.0,8303.9,2024-11-04 08:07:55,2
TX001140,AC00360,139.69,2023-06-15 17:22:42,debit,indianapolis,D000502,147.119.62.178,M025,online,52.0,engineer,180.0,1.0,9567.94,2024-11-04 08:07:56,1
TX001203,AC00108,290.02,2023-09-25 17:48:55,debit,milwaukee,D000406,173.252.44.183,M005,branch,55.0,engineer,246.0,1.0,4746.71,2024-11-04 08:07:56,2
TX002448,AC00140,163.22,2023-04-06 18:06:12,debit,miami,D000193,186.54.68.246,M029,online,26.0,student,217.0,1.0,1788.27,2024-11-04 08:07:56,2
TX002413,AC00155,91.5,2023-03-27 16:26:42,debit,omaha,D000113,168.128.200.203,M033,atm,47.0,doctor,77.0,1.0,667.66,2024-11-04 08:07:56,3
TX001071,AC00249,48.29,2023-09-25 17:58:54,debit,san diego,D000295,221.105.243.251,M060,online,37.0,engineer,242.0,1.0,8883.4,2024-11-04 08:07:56,2
TX000675,AC00034,637.97,2023-10-23 17:17:18,debit,new york,D000646,104.165.213.58,M066,branch,58.0,retired,90.0,1.0,7949.03,2024-11-04 08:07:56,0
TX002014,AC00139,510.7,2023-06-07 16:35:27,credit,nashville,D000167,156.96.135.18,M040,online,27.0,student,294.0,1.0,5828.48,2024-11-04 08:07:57,2
TX001874,AC00394,36.74,2023-02-06 17:21:37,debit,tucson,D000062,187.52.200.18,M094,branch,33.0,doctor,133.0,1.0,6217.58,2024-11-04 08:07:57,3
TX000252,AC00470,273.08,2023-01-30 16:09:08,credit,houston,D000534,150.231.20.169,M007,branch,45.0,engineer,134.0,1.0,6609.3,2024-11-04 08:07:57,1
TX001744,AC00432,165.8,2023-05-04 17:46:15,debit,nashville,D000409,218.54.207.160,M063,online,60.0,engineer,287.0,1.0,2064.76,2024-11-04 08:07:57,2
TX002355,AC00282,959.48,2023-01-10 16:28:02,debit,miami,D000120,90.111.245.138,M004,branch,67.0,doctor,112.0,1.0,10631.43,2024-11-04 08:07:57,0
TX002482,AC00317,400.69,2023-04-03 16:19:59,debit,las vegas,D000107,155.140.33.42,M066,online,32.0,engineer,26.0,1.0,9040.33,2024-11-04 08:07:57,1
TX001268,AC00260,249.34,2023-08-15 17:21:47,debit,charlotte,D000498,152.140.239.181,M088,atm,26.0,engineer,197.0,1.0,3030.97,2024-11-04 08:07:57,2
TX001437,AC00275,147.31,2023-06-12 17:10:27,credit,mesa,D000059,100.4.40.132,M005,online,34.0,doctor,92.0,1.0,13625.52,2024-11-04 08:07:58,1
TX001666,AC00241,112.66,2023-09-18 16:28:56,debit,philadelphia,D000602,53.218.177.171,M049,online,29.0,engineer,176.0,3.0,852.98,2024-11-04 08:07:58,3
TX000663,AC00424,56.02,2023-06-19 17:50:29,debit,memphis,D000455,81.248.235.147,M003,online,27.0,student,142.0,1.0,3548.02,2024-11-04 08:07:58,3
TX002251,AC00325,403.63,2023-06-08 16:56:16,debit,las vegas,D000573,96.162.11.85,M042,branch,31.0,engineer,167.0,3.0,3304.02,2024-11-04 08:07:58,3
TX000815,AC00431,317.47,2023-05-01 17:31:34,credit,sacramento,D000060,119.163.214.161,M083,online,67.0,doctor,16.0,1.0,14639.28,2024-11-04 08:07:58,1
TX000518,AC00122,358.18,2023-04-10 16:44:52,debit,boston,D000650,100.198.165.4,M028,atm,18.0,student,157.0,1.0,619.86,2024-11-04 08:07:58,3
TX001228,AC00334,178.43,2023-12-26 18:13:56,debit,baltimore,D000158,1.198.76.182,M041,branch,26.0,student,136.0,1.0,1214.93,2024-11-04 08:07:58,3
TX001829,AC00281,36.09,2023-06-16 16:19:02,debit,columbus,D000334,94.88.45.190,M095,branch,53.0,doctor,167.0,1.0,12319.26,2024-11-04 08:07:59,1
TX002481,AC00070,99.98,2023-03-30 16:52:05,credit,washington,D000269,22.196.202.183,M093,online,73.0,retired,152.0,1.0,3037.97,2024-11-04 08:07:59,4
TX002411,AC00129,206.25,2023-10-03 16:22:49,debit,baltimore,D000045,157.47.114.20,M074,atm,74.0,retired,56.0,1.0,3651.07,2024-11-04 08:07:59,4
TX000628,AC00403,22.81,2023-05-29 17:53:03,debit,new york,D000065,81.102.230.41,M083,online,62.0,retired,75.0,1.0,3634.76,2024-11-04 08:07:59,4
TX001975,AC00195,584.98,2023-06-12 16:25:22,credit,chicago,D000175,201.95.180.152,M093,branch,55.0,retired,121.0,1.0,6521.05,2024-11-04 08:07:59,0
TX001233,AC00160,269.79,2023-10-03 16:15:25,debit,san jose,D000202,82.115.199.37,M013,atm,52.0,engineer,17.0,1.0,1292.1,2024-11-04 08:07:59,4
TX001661,AC00459,285.69,2023-12-06 18:15:42,debit,miami,D000132,141.169.67.34,M064,atm,63.0,retired,35.0,1.0,2552.54,2024-11-04 08:07:59,4
TX001075,AC00248,44.54,2023-10-16 16:23:58,debit,san antonio,D000046,81.67.222.238,M048,atm,31.0,engineer,164.0,1.0,362.4,2024-11-04 08:07:59,3
TX001506,AC00249,211.695,2023-08-07 16:15:05,credit,jacksonville,D000254,98.255.160.110,M034,atm,78.0,retired,112.0,1.0,4732.81,2024-11-04 08:07:59,4
TX002058,AC00476,506.81,2023-12-20 16:17:24,debit,milwaukee,D000650,138.220.61.84,M091,atm,59.0,engineer,41.0,1.0,2757.23,2024-11-04 08:08:00,4
TX000788,AC00102,316.37,2023-08-28 17:34:17,debit,colorado springs,D000599,218.83.2.94,M088,atm,53.0,engineer,86.0,1.0,4671.69,2024-11-04 08:08:00,4
TX000699,AC00277,470.3,2023-09-12 18:46:45,debit,austin,D000695,41.110.46.150,M091,atm,40.0,doctor,88.0,1.0,8524.09,2024-11-04 08:08:00,1
TX001539,AC00253,20.05,2023-11-29 17:43:51,debit,chicago,D000293,164.75.163.220,M018,atm,72.0,retired,171.0,1.0,7145.67,2024-11-04 08:08:00,4
TX002101,AC00394,139.52,2023-09-22 18:02:42,debit,portland,D000504,216.79.134.201,M025,branch,23.0,student,31.0,1.0,1570.22,2024-11-04 08:08:00,3
TX000615,AC00466,1342.25,2023-04-28 18:11:55,credit,fort worth,D000643,28.149.72.129,M032,branch,21.0,student,235.0,1.0,694.03,2024-11-04 08:08:00,0
TX000496,AC00039,634.86,2023-08-10 16:28:55,debit,chicago,D000151,122.94.26.104,M009,atm,27.0,student,45.0,1.0,588.5,2024-11-04 08:08:00,0
TX000183,AC00225,300.47,2023-11-13 16:11:52,debit,jacksonville,D000272,156.173.170.140,M065,branch,73.0,retired,100.0,1.0,7885.64,2024-11-04 08:08:00,4
TX000200,AC00358,493.11,2023-07-31 16:25:26,debit,colorado springs,D000232,35.220.238.127,M022,branch,53.0,retired,236.0,1.0,7432.99,2024-11-04 08:08:01,2
TX000092,AC00310,223.85,2023-10-02 16:36:10,debit,kansas city,D000481,133.223.159.151,M009,atm,53.0,engineer,55.0,4.0,2929.91,2024-11-04 08:08:01,4
TX002006,AC00066,347.25,2023-01-30 18:49:52,debit,indianapolis,D000646,33.28.138.82,M062,atm,69.0,doctor,250.0,1.0,7273.55,2024-11-04 08:08:01,2
TX000310,AC00300,415.88,2023-04-27 17:30:16,debit,san diego,D000146,152.140.239.181,Unknown,branch,70.0,doctor,170.0,1.0,10008.33,2024-11-04 08:08:01,1
TX000401,AC00145,194.85,2023-09-12 16:50:21,debit,jacksonville,D000601,148.234.210.167,M096,online,23.0,student,130.0,4.0,319.84,2024-11-04 08:08:01,3
TX000431,AC00443,299.09,2023-01-16 16:14:45,credit,boston,D000540,113.115.81.178,M034,branch,36.0,engineer,84.0,1.0,5615.26,2024-11-04 08:08:01,3
TX002087,AC00029,1192.95,2023-12-04 18:30:00,debit,las vegas,D000227,71.93.189.160,M068,branch,23.0,student,73.0,1.0,325.15,2024-11-04 08:08:01,0
TX000282,AC00362,45.77,2023-02-09 17:50:23,debit,philadelphia,D000484,85.239.236.80,M066,online,25.0,student,109.0,1.0,5978.12,2024-11-04 08:08:01,3
TX000064,AC00325,601.4,2023-05-30 17:43:25,credit,philadelphia,D000548,125.225.212.244,M001,branch,56.0,engineer,104.0,1.0,8458.29,2024-11-04 08:08:01,0
TX000222,AC00414,485.51,2023-11-28 16:49:27,credit,milwaukee,D000460,91.204.200.167,M097,online,76.0,retired,37.0,1.0,3074.45,2024-11-04 08:08:02,4
TX002192,AC00131,879.25,2023-11-07 17:44:12,credit,memphis,D000073,190.164.160.79,M086,online,24.0,student,137.0,1.0,125.85,2024-11-04 08:08:02,0
TX001349,AC00094,31.7,2023-06-01 16:56:33,credit,raleigh,D000596,113.134.242.82,M074,atm,48.0,doctor,121.0,1.0,743.9,2024-11-04 08:08:02,3
TX001863,AC00233,5.81,2023-06-23 17:36:28,debit,houston,D000007,141.121.30.32,M064,atm,25.0,student,222.0,1.0,1290.95,2024-11-04 08:08:02,2
TX000426,AC00490,107.4,2023-06-22 16:47:47,debit,virginia beach,D000271,146.69.70.214,M079,online,58.0,doctor,32.0,1.0,344.07,2024-11-04 08:08:03,4
TX002353,AC00376,213.25,2023-02-23 17:30:07,debit,san francisco,D000441,71.93.189.160,M076,branch,25.0,student,63.0,1.0,677.79,2024-11-04 08:08:03,3
TX001815,AC00397,18.3,2023-02-13 16:21:46,debit,mesa,D000315,168.55.35.243,M011,online,48.0,engineer,155.0,1.0,3733.52,2024-11-04 08:08:03,4
TX000596,AC00471,346.11,2023-01-04 17:00:17,debit,dallas,D000362,130.92.201.49,M007,branch,41.0,engineer,213.0,1.0,9551.64,2024-11-04 08:08:03,2
TX000864,AC00086,1137.63,2023-02-14 16:55:26,debit,baltimore,D000494,213.207.62.176,M074,atm,26.0,student,144.0,1.0,1629.12,2024-11-04 08:08:03,0
TX001036,AC00485,617.66,2023-02-16 17:05:58,debit,boston,D000253,34.169.232.37,M057,atm,42.0,engineer,128.0,1.0,7155.95,2024-11-04 08:08:03,0
TX000044,AC00117,55.32,2023-04-12 16:03:37,debit,tucson,D000197,173.135.78.201,M009,atm,19.0,student,117.0,1.0,241.79,2024-11-04 08:08:03,3
TX001669,AC00368,350.96,2023-06-08 16:26:48,debit,tucson,D000458,97.106.5.76,M046,atm,63.0,retired,167.0,1.0,5463.94,2024-11-04 08:08:03,4
TX002159,AC00105,136.82,2023-08-25 18:24:06,debit,chicago,D000541,49.31.186.82,M091,branch,31.0,engineer,14.0,1.0,6229.13,2024-11-04 08:08:03,3
TX001629,AC00422,122.14,2023-02-20 16:20:28,debit,omaha,D000381,57.141.198.111,M071,online,22.0,student,112.0,1.0,327.68,2024-11-04 08:08:04,3
TX000458,AC00290,93.52,2023-08-14 17:41:24,debit,philadelphia,D000430,190.251.45.32,M011,online,51.0,engineer,97.0,1.0,2791.2,2024-11-04 08:08:04,4
TX001231,AC00373,124.22,2023-05-19 17:57:36,debit,charlotte,D000523,Unknown,M013,atm,23.0,student,172.0,1.0,9695.04,2024-11-04 08:08:04,1
TX000095,AC00425,644.17,2023-03-02 16:05:09,debit,san antonio,D000178,165.38.56.205,M093,atm,29.0,engineer,72.0,1.0,1143.52,2024-11-04 08:08:04,0
TX000836,AC00078,16.73,2023-11-30 17:48:36,debit,unknown,D000660,205.45.234.42,M022,online,79.0,retired,165.0,1.0,7591.13,2024-11-04 08:08:04,4
TX001276,AC00221,170.24,2023-06-05 16:24:12,debit,san francisco,D000150,47.167.178.158,M050,branch,62.0,retired,133.0,1.0,5172.99,2024-11-04 08:08:04,4
TX002345,AC00363,284.17,2023-05-24 16:02:39,debit,memphis,D000247,40.192.99.27,M074,atm,51.0,retired,189.0,1.0,3479.56,2024-11-04 08:08:05,2
TX002018,AC00453,270.56,2023-02-17 16:57:32,debit,philadelphia,D000203,57.166.147.242,M038,online,23.0,student,139.0,1.0,1268.44,2024-11-04 08:08:05,3
TX001261,AC00247,414.77,2024-01-01 17:37:04,debit,san francisco,D000577,49.20.211.229,M014,online,29.0,doctor,274.0,1.0,5599.81,2024-11-04 08:08:05,2
TX002427,AC00032,582.17,2023-12-07 16:02:47,debit,tucson,D000032,147.114.91.132,M093,branch,57.0,engineer,135.0,1.0,4732.81,2024-11-04 08:08:05,0
TX000595,AC00051,312.47,2023-05-02 17:24:26,debit,milwaukee,D000658,207.157.126.125,M033,atm,49.0,unknown,148.0,4.0,9419.27,2024-11-04 08:08:05,1
TX000262,AC00448,23.3,2023-08-14 18:13:38,debit,los angeles,D000385,111.226.226.202,M061,atm,59.0,engineer,161.0,1.0,6711.15,2024-11-04 08:08:06,4
TX000240,AC00026,66.5,2023-05-04 16:44:56,credit,louisville,D000419,13.88.251.53,M098,online,32.0,engineer,144.0,1.0,6820.23,2024-11-04 08:08:06,1
TX001552,AC00310,757.15,2023-01-17 16:53:08,debit,raleigh,D000463,200.13.225.150,M085,online,53.0,engineer,38.0,1.0,4702.86,2024-11-04 08:08:06,0
TX001163,AC00459,126.04,2023-06-19 16:38:13,credit,charlotte,D000258,221.169.49.152,M019,branch,65.0,retired,167.0,1.0,6041.69,2024-11-04 08:08:06,4
TX000689,AC00218,77.03,2023-06-19 16:57:53,debit,fresno,D000681,121.67.144.20,M030,atm,67.0,doctor,259.0,1.0,11310.27,2024-11-04 08:08:06,2
TX002245,AC00384,517.68,2023-04-05 17:52:24,debit,omaha,D000076,59.145.242.13,M066,atm,31.0,doctor,24.0,1.0,11305.81,2024-11-04 08:08:06,1
TX000720,AC00465,737.34,2023-03-20 17:45:22,debit,miami,D000041,93.146.251.20,M006,online,30.0,doctor,34.0,1.0,7336.56,2024-11-04 08:08:06,0
